Time,I_S2F,S2F,Price
2016-09-25,403.276813,7080.02378,601.5
2016-09-26,406.192225,7082.88664,606.5
2016-09-27,409.130433,7086.01239,605.5
2016-09-28,412.076438,7088.78333,604.7
2016-09-29,415.047996,7091.46137,604.7
2016-09-30,418.02834,7094.12139,608.1
2016-10-01,421.020067,7097.06322,613.4
2016-10-02,424.026473,7099.70597,610.7
2016-10-03,427.051445,7102.53691,611.6
2016-10-04,430.087512,7105.49994,609
2016-10-05,433.142523,7108.6327,611.8
2016-10-06,436.207769,7111.65382,611
2016-10-07,439.289738,7114.33793,616
2016-10-08,442.389442,7117.51098,617.7
2016-10-09,445.506321,7120.51596,615.8
2016-10-10,448.636364,7122.84544,617.3
2016-10-11,451.780693,7125.45734,640.5
2016-10-12,454.939344,7128.16391,636
2016-10-13,458.11631,7130.57035,635.6
2016-10-14,461.306993,7133.12782,637.9
2016-10-15,464.508187,7135.79881,637
2016-10-16,467.720726,7138.2447,640.1
2016-10-17,470.948719,7140.59706,637.4
2016-10-18,474.192228,7143.51476,635.3
2016-10-19,477.449474,7145.86835,629.1
2016-10-20,480.728412,7148.392,628.3
2016-10-21,484.03155,7151.4815,630.5
2016-10-22,487.352061,7154.28924,655.5
2016-10-23,490.688896,7157.00349,653
2016-10-24,494.037587,7159.69961,650.5
2016-10-25,497.408242,7162.321,651
2016-10-26,500.801854,7164.9242,674.7
2016-10-27,504.21808,7167.98097,682.3
2016-10-28,507.651618,7170.84989,686.2
2016-10-29,511.091814,7173.66296,715
2016-10-30,514.545673,7176.83568,697.3
2016-10-31,518.000559,7179.61262,698.7
2016-11-01,521.469608,7182.33362,726.8
2016-11-02,524.953676,7184.8474,733.5
2016-11-03,528.442897,7187.77779,684.9
2016-11-04,531.951818,7189.97139,702.1
2016-11-05,535.48539,7192.7519,702.1
2016-11-06,539.029617,7195.6467,709.9
2016-11-07,542.591294,7198.40982,705.4
2016-11-08,546.176186,7201.60916,710.9
2016-11-09,549.776632,7204.39282,721.4
2016-11-10,553.389126,7207.57508,714.6
2016-11-11,557.014714,7210.66358,715
2016-11-12,560.651573,7213.84778,704.3
2016-11-13,564.303731,7216.53996,702
2016-11-14,567.985333,7219.80186,704.6
2016-11-15,571.690502,7222.76122,711.1
2016-11-16,575.401753,7226.00611,740.3
2016-11-17,579.123023,7229.02421,737.5
2016-11-18,582.848102,7231.8343,747
2016-11-19,586.595367,7234.5312,747.9
2016-11-20,590.398441,7236.96281,728.5
2016-11-21,594.209504,7239.60403,736.2
2016-11-22,598.018263,7242.15089,749.3
2016-11-23,601.857979,7244.94555,741.1
2016-11-24,605.720245,7248.02626,735.3
2016-11-25,609.607548,7250.91764,740.4
2016-11-26,613.528686,7253.82886,734.1
2016-11-27,617.454178,7256.56959,729.4
2016-11-28,621.410766,7259.69185,733.3
2016-11-29,625.398635,7262.52936,732.6
2016-11-30,629.409952,7265.23429,742.5
2016-12-01,633.43226,7268.01615,752.6
2016-12-02,637.48091,7270.74157,770.9
2016-12-03,641.542214,7274.02066,764.2
2016-12-04,645.62422,7276.84303,766.4
2016-12-05,649.72049,7279.74248,754.3
2016-12-06,653.827803,7282.60457,758.2
2016-12-07,657.937225,7285.92559,765.6
2016-12-08,662.061093,7288.92305,768.5
2016-12-09,666.195311,7291.50118,770.5
2016-12-10,670.356179,7294.02264,774
2016-12-11,674.539819,7297.59576,767.9
2016-12-12,678.751986,7300.57748,778.5
2016-12-13,682.995645,7303.98074,778.7
2016-12-14,687.258243,7306.63912,776.5
2016-12-15,691.531816,7309.06859,775.2
2016-12-16,695.822345,7311.61345,782
2016-12-17,700.130074,7314.36949,787.2
2016-12-18,704.459571,7317.06882,789
2016-12-19,708.810044,7319.96036,789.8
2016-12-20,713.180809,7322.60367,799.1
2016-12-21,717.56456,7325.65005,829.2
2016-12-22,721.976754,7328.69732,860.2
2016-12-23,726.388433,7331.61126,917.2
2016-12-24,730.82303,7334.23835,891.1
2016-12-25,735.274437,7337.40323,891.1
2016-12-26,739.741317,7340.12771,898.4
2016-12-27,744.238587,7343.12163,925.8
2016-12-28,748.758978,7346.27,972.2
2016-12-29,753.302375,7349.15044,971.1
2016-12-30,757.878557,7352.16615,959
2016-12-31,762.46043,7355.00978,963.4
2017-01-01,767.065222,7358.00796,995.4
2017-01-02,771.693078,7361.06467,1017
2017-01-03,776.349954,7364.21845,1033.3
2017-01-04,781.020845,7367.16154,1135.4
2017-01-05,785.698995,7369.8553,989.3
2017-01-06,790.382335,7372.95397,886.2
2017-01-07,795.087484,7375.6107,888.9
2017-01-08,799.825798,7378.82663,900.9
2017-01-09,804.58601,7381.44632,899.8
2017-01-10,809.367482,7384.52914,904.4
2017-01-11,814.178138,7387.47794,785.4
2017-01-12,819.022139,7390.79391,810.1
2017-01-13,823.884988,7393.6866,824.8
2017-01-14,828.763523,7397.00453,819.6
2017-01-15,833.664955,7400.22701,821.2
2017-01-16,838.588313,7403.48908,827.3
2017-01-17,843.526616,7406.53975,899.7
2017-01-18,848.48846,7409.43676,872
2017-01-19,853.477901,7412.7983,895.2
2017-01-20,858.495761,7416.45084,892.9
2017-01-21,863.533689,7419.94995,919.8
2017-01-22,868.584131,7423.31484,918.8
2017-01-23,873.661825,7425.9843,921.5
2017-01-24,878.766339,7428.86731,893.8
2017-01-25,883.892964,7431.7511,894.4
2017-01-26,889.047445,7434.75185,915.6
2017-01-27,894.220075,7438.04398,918
2017-01-28,899.41591,7440.98839,918.5
2017-01-29,904.635326,7444.22431,914.5
2017-01-30,909.880165,7447.01537,920.7
2017-01-31,915.161929,7449.82654,965.5
2017-02-01,920.467742,7453.55007,982.4
2017-02-02,925.8045,7456.59581,1004
2017-02-03,931.167499,7459.48716,1013
2017-02-04,936.561288,7462.28223,1031.8
2017-02-05,941.986608,7465.3693,1016.1
2017-02-06,947.423231,7467.79688,1024.7
2017-02-07,952.867751,7470.73013,1049.6
2017-02-08,958.362647,7473.56703,1055.5
2017-02-09,963.867879,7476.85177,979
2017-02-10,969.404822,7479.70975,997.6
2017-02-11,974.97282,7482.41289,1008.3
2017-02-12,980.587437,7485.13617,996.5
2017-02-13,986.233494,7488.30772,995.4
2017-02-14,991.896589,7491.59702,1008.3
2017-02-15,997.591415,7494.30318,1008.2
2017-02-16,1003.29442,7497.24374,1031.9
2017-02-17,1009.00158,7500.18511,1049.4
2017-02-18,1014.74585,7503.12729,1052.3
2017-02-19,1020.5336,7505.73891,1048.9
2017-02-20,1026.34718,7508.62413,1077.6
2017-02-21,1032.17982,7511.31511,1119
2017-02-22,1037.99876,7513.98725,1120.5
2017-02-23,1043.85198,7516.93324,1171.9
2017-02-24,1049.73611,7520.11425,1176.5
2017-02-25,1055.64858,7523.3743,1149.1
2017-02-26,1061.59396,7526.85018,1171.6
2017-02-27,1067.57198,7529.66296,1188.8
2017-02-28,1073.55429,7532.65234,1189.3
2017-03-01,1079.55231,7535.46663,1222.7
2017-03-02,1085.55146,7538.53584,1255.5
2017-03-03,1091.56762,7541.48858,1283.3
2017-03-04,1097.5814,7544.07045,1264.3
2017-03-05,1103.60808,7546.94644,1271.2
2017-03-06,1109.6725,7549.72534,1277
2017-03-07,1115.77003,7552.72032,1232.7
2017-03-08,1121.89342,7555.50071,1147
2017-03-09,1128.03346,7558.39935,1191.3
2017-03-10,1134.18214,7561.45552,1112.4
2017-03-11,1140.35968,7564.37537,1179.2
2017-03-12,1146.55384,7567.41363,1225.1
2017-03-13,1152.74944,7570.25665,1238.2
2017-03-14,1158.94157,7573.31619,1243.1
2017-03-15,1165.15191,7576.1019,1253.4
2017-03-16,1171.37148,7579.10422,1172.9
2017-03-17,1177.58306,7582.12701,1071.7
2017-03-18,1183.78216,7585.20955,971.4
2017-03-19,1189.99493,7588.45011,1022.6
2017-03-20,1196.22376,7591.12185,1047.5
2017-03-21,1202.46494,7593.91217,1121.3
2017-03-22,1208.73824,7597.03739,1044.7
2017-03-23,1215.02553,7599.94721,1035
2017-03-24,1221.29497,7603.40856,939.7
2017-03-25,1227.54817,7606.02498,966.3
2017-03-26,1233.8093,7609.29146,969.4
2017-03-27,1240.09316,7611.88961,1045.1
2017-03-28,1246.4138,7614.94127,1044.4
2017-03-29,1252.77548,7617.65895,1041.9
2017-03-30,1259.13668,7620.88954,1037.9
2017-03-31,1265.4929,7623.54959,1079.1
2017-04-01,1271.87571,7626.15116,1086.1
2017-04-02,1278.28186,7629.26597,1097.4
2017-04-03,1284.70436,7632.7367,1147.6
2017-04-04,1291.16448,7635.20237,1141.8
2017-04-05,1297.63396,7638.39872,1129.9
2017-04-06,1304.13175,7641.29992,1188.7
2017-04-07,1310.62355,7644.49806,1190.5
2017-04-08,1317.15954,7647.2034,1180.8
2017-04-09,1323.7233,7650.34401,1204.3
2017-04-10,1330.30966,7653.2484,1206.7
2017-04-11,1336.93563,7656.54888,1220.7
2017-04-12,1343.58869,7659.35607,1212.5
2017-04-13,1350.26713,7661.86733,1176.2
2017-04-14,1356.96808,7664.61654,1177.3
2017-04-15,1363.70134,7667.58409,1177
2017-04-16,1370.46892,7670.47329,1176.8
2017-04-17,1377.27661,7673.20487,1194
2017-04-18,1384.11384,7676.09555,1206.1
2017-04-19,1390.9953,7678.92757,1215.2
2017-04-20,1397.91488,7681.66127,1238.1
2017-04-21,1404.86987,7684.97036,1249.6
2017-04-22,1411.84383,7687.84432,1240.9
2017-04-23,1418.85594,7690.87768,1249.1
2017-04-24,1425.90305,7693.33669,1248.2
2017-04-25,1432.98531,7696.27238,1264.3
2017-04-26,1440.06956,7699.30806,1286.6
2017-04-27,1447.17832,7702.22549,1332.9
2017-04-28,1454.33246,7704.92531,1329.6
2017-04-29,1461.49382,7708.36059,1336.3
2017-04-30,1468.7427,7711.35989,1351.9
2017-05-01,1475.98185,7714.34014,1415.8
2017-05-02,1483.32605,7717.48021,1445.9
2017-05-03,1490.71512,7720.10426,1485.6
2017-05-04,1498.12256,7723.44485,1516.8
2017-05-05,1505.56144,7726.01064,1507.8
2017-05-06,1512.99311,7729.35303,1545.3
2017-05-07,1520.44398,7732.67653,1554.4
2017-05-08,1527.88681,7736.25987,1664.5
2017-05-09,1535.34686,7739.34645,1697.5
2017-05-10,1542.81216,7742.29446,1752.3
2017-05-11,1550.2665,7744.9842,1819.3
2017-05-12,1557.72652,7748.0533,1686.4
2017-05-13,1565.23775,7751.203,1763.7
2017-05-14,1572.76957,7754.47327,1772.6
2017-05-15,1580.32349,7757.8642,1708.9
2017-05-16,1587.90353,7760.49788,1729.3
2017-05-17,1595.53304,7763.59125,1801.3
2017-05-18,1603.18219,7766.42595,1881
2017-05-19,1610.89309,7769.70072,1962
2017-05-20,1618.61048,7772.99644,2040.2
2017-05-21,1626.33198,7775.93346,2044.2
2017-05-22,1634.0785,7778.85126,2124.4
2017-05-23,1641.84903,7782.20969,2272.6
2017-05-24,1649.63034,7785.28915,2445.3
2017-05-25,1657.36472,7788.5495,2307.2
2017-05-26,1665.11684,7791.6107,2244.9
2017-05-27,1672.86936,7794.973,2052.4
2017-05-28,1680.66136,7798.27625,2189
2017-05-29,1688.51298,7801.30008,2278.2
2017-05-30,1696.37965,7804.88569,2192.6
2017-05-31,1704.28808,7808.17185,2303.3
2017-06-01,1712.22542,7811.57925,2412.6
2017-06-02,1720.1885,7814.50645,2492.6
2017-06-03,1728.20941,7818.35708,2545.4
2017-06-04,1736.25578,7821.58703,2524.1
2017-06-05,1744.29615,7824.87812,2705
2017-06-06,1752.35279,7827.90919,2870.5
2017-06-07,1760.45995,7831.22224,2691.5
2017-06-08,1768.63534,7834.53626,2798.8
2017-06-09,1776.84729,7837.56996,2811.4
2017-06-10,1785.11216,7840.4035,2900.3
2017-06-11,1793.40507,7843.33828,2973.4
2017-06-12,1801.70885,7846.29394,2656.8
2017-06-13,1810.05398,7849.12969,2713
2017-06-14,1818.42118,7851.94604,2467.3
2017-06-15,1826.82944,7855.02473,2442.5
2017-06-16,1835.27038,7858.00361,2508.6
2017-06-17,1843.72991,7860.92287,2655.1
2017-06-18,1852.21988,7863.8429,2539.6
2017-06-19,1860.73377,7866.88457,2616.8
2017-06-20,1869.27684,7869.66509,2754.4
2017-06-21,1877.85125,7872.48662,2677.6
2017-06-22,1886.45429,7875.28869,2722.8
2017-06-23,1895.08093,7878.51497,2710.4
2017-06-24,1903.71334,7881.45976,2590.1
2017-06-25,1912.3843,7883.92107,2541.6
2017-06-26,1921.0785,7886.78655,2446.1
2017-06-27,1929.80098,7889.4307,2583.8
2017-06-28,1938.57111,7892.60047,2577.7
2017-06-29,1947.33221,7895.02383,2558.4
2017-06-30,1956.13294,7898.13457,2480.6
2017-07-01,1964.97553,7901.44825,2424.6
2017-07-02,1973.87069,7905.24806,2536.5
2017-07-03,1982.78069,7908.68517,2572.5
2017-07-04,1991.67555,7911.77946,2617.3
2017-07-05,2000.60628,7914.79367,2627.9
2017-07-06,2009.58072,7917.66703,2614.2
2017-07-07,2018.59469,7920.66257,2513.9
2017-07-08,2027.65656,7924.00314,2564.9
2017-07-09,2036.71993,7926.79782,2511.4
2017-07-10,2045.82739,7930.78854,2344
2017-07-11,2054.93901,7934.29424,2324.3
2017-07-12,2064.06933,7937.88213,2403.1
2017-07-13,2073.25299,7941.06556,2362.4
2017-07-14,2082.45075,7943.88476,2234.2
2017-07-15,2091.65111,7946.46118,1975.1
2017-07-16,2100.86098,7949.7688,1914.1
2017-07-17,2110.0628,7952.77287,2233.4
2017-07-18,2119.28045,7956.12294,2320.2
2017-07-19,2128.57314,7959.14901,2282.6
2017-07-20,2137.87271,7962.44001,2866
2017-07-21,2147.19303,7965.56938,2675.1
2017-07-22,2156.54342,7968.82159,2836.5
2017-07-23,2165.97421,7972.31876,2756.6
2017-07-24,2175.43379,7975.93906,2763.4
2017-07-25,2184.89875,7978.95007,2582.6
2017-07-26,2194.4242,7981.94153,2559.2
2017-07-27,2204.01384,7985.07628,2691.9
2017-07-28,2213.77905,7988.13044,2806.8
2017-07-29,2223.57883,7991.32801,2733.5
2017-07-30,2233.4407,7994.32273,2766.5
2017-07-31,2243.32714,7997.27747,2883.3
2017-08-01,2253.20756,8000.31452,2747
2017-08-02,2263.16009,8003.41356,2720.5
2017-08-03,2273.14935,8006.22789,2810
2017-08-04,2283.20415,8009.87939,2878.5
2017-08-05,2293.28192,8013.49125,3262.8
2017-08-06,2303.3745,8016.3489,3232
2017-08-07,2313.53679,8019.47272,3401.9
2017-08-08,2323.68021,8022.82207,3429.4
2017-08-09,2333.78763,8025.64119,3348.8
2017-08-10,2343.9463,8028.37926,3425.7
2017-08-11,2354.17783,8031.3224,3654.4
2017-08-12,2364.43011,8034.08228,3871.6
2017-08-13,2374.69078,8037.10869,4062.6
2017-08-14,2384.95721,8039.76769,4327.9
2017-08-15,2395.25843,8042.87745,4161.7
2017-08-16,2405.59619,8045.53779,4387.4
2017-08-17,2415.99027,8049.20188,4278.9
2017-08-18,2426.39929,8052.25276,4105.4
2017-08-19,2436.8877,8055.34543,4150.5
2017-08-20,2447.41304,8058.00867,4066.6
2017-08-21,2457.94924,8060.36512,4005.1
2017-08-22,2468.5243,8062.18914,4089.7
2017-08-23,2479.12359,8065.4485,4141.1
2017-08-24,2489.77334,8067.5194,4318.4
2017-08-25,2500.42086,8069.59066,4364.4
2017-08-26,2511.09191,8071.74436,4352.3
2017-08-27,2521.799,8074.92436,4345.8
2017-08-28,2532.55581,8077.57161,4390.3
2017-08-29,2543.32241,8080.63005,4597.3
2017-08-30,2554.11261,8084.07946,4583
2017-08-31,2564.93347,8087.42721,4735.1
2017-09-01,2575.78768,8091.00194,4921.9
2017-09-02,2586.69314,8094.37225,4573.8
2017-09-03,2597.65379,8097.53795,4612.9
2017-09-04,2608.66572,8101.1364,4267.5
2017-09-05,2619.70624,8105.18856,4409.1
2017-09-06,2630.79094,8108.52186,4618.7
2017-09-07,2641.9319,8112.14431,4635.6
2017-09-08,2653.09856,8115.74731,4326.5
2017-09-09,2664.30066,8119.22785,4335.1
2017-09-10,2675.56234,8122.07072,4245.9
2017-09-11,2686.85592,8125.6562,4217.9
2017-09-12,2698.1755,8129.53143,4158.9
2017-09-13,2709.52849,8133.44919,3870.3
2017-09-14,2720.89344,8137.03821,3243.1
2017-09-15,2732.26608,8140.75215,3713.8
2017-09-16,2743.70303,8144.24021,3698.9
2017-09-17,2755.14813,8147.87387,3689.6
2017-09-18,2766.63648,8150.49659,4100.3
2017-09-19,2778.18994,8153.71901,3908
2017-09-20,2789.78787,8156.13641,3882.2
2017-09-21,2801.44021,8159.77379,3617.3
2017-09-22,2813.14792,8162.6473,3600.8
2017-09-23,2824.89197,8166.0799,3788
2017-09-24,2836.64748,8169.07909,3667.5
2017-09-25,2848.46631,8171.66522,3932.8
2017-09-26,2860.34566,8174.52098,3892.7
2017-09-27,2872.24382,8177.56375,4212.2
2017-09-28,2884.21609,8181.22854,4195.6
2017-09-29,2896.20217,8184.72878,4172.8
2017-09-30,2908.23443,8187.58774,4360.6
2017-10-01,2920.3077,8190.2816,4403.1
2017-10-02,2932.44629,8193.39068,4401.3
2017-10-03,2944.61475,8197.18488,4314.2
2017-10-04,2956.81014,8199.96393,4218.7
2017-10-05,2969.04675,8202.55692,4321.4
2017-10-06,2981.29571,8205.85604,4371.9
2017-10-07,2993.59832,8209.13533,4435.8
2017-10-08,3005.96853,8212.91388,4611.7
2017-10-09,3018.37776,8216.25747,4777.5
2017-10-10,3030.84388,8219.58123,4763.4
2017-10-11,3043.3241,8222.46952,4824.2
2017-10-12,3055.81038,8225.64953,5432.6
2017-10-13,3068.26801,8228.47694,5637.3
2017-10-14,3080.74024,8231.40902,5824.7
2017-10-15,3093.25757,8235.46522,5688.1
2017-10-16,3095.11542,8239.06498,5759.3
2017-10-17,3097.00738,8242.49931,5598.6
2017-10-18,3098.90446,8245.64312,5575.8
2017-10-19,3100.81521,8249.35015,5698.6
2017-10-20,3102.72627,8253.07919,5993.1
2017-10-21,3104.636,8256.26751,6006.6
2017-10-22,3106.53343,8260.06129,5982.9
2017-10-23,3108.47508,8263.62689,5903.6
2017-10-24,3110.38806,8267.11012,5513.1
2017-10-25,3112.3633,8270.97,5734
2017-10-26,3114.43291,8274.72677,5887.6
2017-10-27,3116.50671,8276.8979,5764.6
2017-10-28,3118.60305,8278.67267,5726.6
2017-10-29,3120.71176,8281.88883,6147.5
2017-10-30,3122.83154,8284.95961,6124.3
2017-10-31,3124.95517,8287.84312,6451.2
2017-11-01,3127.05844,8291.10358,6737.8
2017-11-02,3129.1572,8294.23949,7024.8
2017-11-03,3131.26399,8296.7279,7152.1
2017-11-04,3133.36044,8299.44694,7363.8
2017-11-05,3135.45418,8302.39675,7389.5
2017-11-06,3137.54471,8305.17988,6959.2
2017-11-07,3139.66213,8308.44513,7102.8
2017-11-08,3141.80632,8311.46001,7444.4
2017-11-09,3143.82297,8314.66416,7129.6
2017-11-10,3145.80851,8317.17783,6565.8
2017-11-11,3147.68411,8318.8539,6339.9
2017-11-12,3149.51601,8320.53021,5878.1
2017-11-13,3151.33235,8323.46433,6522.5
2017-11-14,3153.05354,8326.14758,6597.1
2017-11-15,3154.77231,8329.33474,7283.2
2017-11-16,3156.45111,8332.52275,7853.7
2017-11-17,3158.11766,8336.02636,7700
2017-11-18,3159.89868,8338.88036,7780.9
2017-11-19,3161.68086,8342.23888,8042.6
2017-11-20,3163.4853,8345.91336,8244.7
2017-11-21,3165.29166,8349.54696,8100
2017-11-22,3167.1074,8352.65635,8234.5
2017-11-23,3168.90631,8355.95572,8013.4
2017-11-24,3170.68255,8359.08781,8200.8
2017-11-25,3172.45588,8362.36794,8754.7
2017-11-26,3174.21798,8365.58586,9318.4
2017-11-27,3175.97515,8369.16235,9733.2
2017-11-28,3177.69281,8372.44525,9906
2017-11-29,3179.35969,8376.08696,9837.9
2017-11-30,3180.98827,8379.60342,9946.8
2017-12-01,3182.58066,8383.45798,10861.5
2017-12-02,3184.16422,8386.85017,10912.7
2017-12-03,3185.75399,8390.55952,11246.2
2017-12-04,3187.32123,8394.37545,11623.9
2017-12-05,3188.87459,8398.12931,11667.1
2017-12-06,3190.45235,8402.09535,13749.6
2017-12-07,3191.99841,8405.3029,16850.3
2017-12-08,3193.4512,8408.59575,16047.6
2017-12-09,3194.9149,8412.26961,14843.4
2017-12-10,3196.33542,8415.73336,15059.6
2017-12-11,3197.74037,8419.34602,16732.5
2017-12-12,3199.12545,8422.64274,17083.9
2017-12-13,3200.47475,8426.57462,16286.8
2017-12-14,3201.80973,8430.48664,16467.9
2017-12-15,3203.10021,8434.06143,17604.8
2017-12-16,3204.36589,8437.67962,19345.5
2017-12-17,3205.6227,8441.59526,19065.7
2017-12-18,3206.84805,8445.44865,18972.3
2017-12-19,3208.07,8448.41363,17523.7
2017-12-20,3209.1435,8451.29461,16462
2017-12-21,3210.16049,8454.0915,15632.1
2017-12-22,3211.10212,8457.37657,13665
2017-12-23,3212.01728,8460.32329,14396.5
2017-12-24,3212.92193,8463.54643,13790
2017-12-25,3213.81473,8466.40982,13833.5
2017-12-26,3214.69285,8469.42241,15756.6
2017-12-27,3215.56851,8472.73288,15416.6
2017-12-28,3216.45234,8475.89565,14398.7
2017-12-29,3217.35046,8479.39902,14392.6
2017-12-30,3218.22005,8482.52106,12531.5
2017-12-31,3219.07844,8485.98385,13850.4
2018-01-01,3219.99521,8489.29887,13444.9
2018-01-02,3220.89751,8492.93368,14754.1
2018-01-03,3221.76227,8496.27187,15156.6
2018-01-04,3222.60205,8499.84497,15180.1
2018-01-05,3223.41186,8502.88718,16954.8
2018-01-06,3224.19373,8506.46223,17172.3
2018-01-07,3224.98755,8509.9106,16228.2
2018-01-08,3225.77624,8513.44513,14976.2
2018-01-09,3226.5653,8516.93809,14778.5
2018-01-10,3227.33676,8520.47467,15043
2018-01-11,3228.13988,8524.58778,13535.4
2018-01-12,3228.92179,8528.38245,13886.7
2018-01-13,3229.72292,8531.5598,14292.2
2018-01-14,3230.5324,8534.86598,13695.2
2018-01-15,3231.31259,8538.06636,13697.5
2018-01-16,3232.02305,8541.45969,11362
2018-01-17,3232.69252,8545.02477,11192.3
2018-01-18,3233.36107,8548.71904,11245.4
2018-01-19,3234.0802,8552.24352,11580.2
2018-01-20,3234.81747,8556.04683,12858.9
2018-01-21,3235.54445,8560.04372,11594.9
2018-01-22,3236.3076,8563.61425,10864.8
2018-01-23,3237.12442,8567.39972,10903.2
2018-01-24,3237.93736,8571.16497,11452.3
2018-01-25,3238.73309,8574.54613,11203
2018-01-26,3239.54288,8577.864,11118.1
2018-01-27,3240.33877,8581.2256,11467.5
2018-01-28,3241.11842,8584.60955,11795.1
2018-01-29,3241.90623,8587.78017,11244.8
2018-01-30,3242.69798,8591.35882,10166
2018-01-31,3243.50747,8593.86664,10265.4
2018-02-01,3244.24403,8597.29697,9181.1
2018-02-02,3244.89318,8600.89985,8893.2
2018-02-03,3245.52453,8604.28924,9241.1
2018-02-04,3246.11451,8608.1088,8222.2
2018-02-05,3246.65137,8612.07982,6938.5
2018-02-06,3247.17113,8615.73,7701.2
2018-02-07,3247.72887,8618.75833,7594.7
2018-02-08,3248.29407,8621.57255,8164.2
2018-02-09,3248.86331,8624.47338,8699.8
2018-02-10,3249.484,8627.54686,8559.6
2018-02-11,3250.07237,8630.79311,8081.9
2018-02-12,3250.64318,8634.36283,8903.5
2018-02-13,3251.21611,8637.89056,8539.2
2018-02-14,3251.82503,8641.74211,9476.3
2018-02-15,3252.42938,8644.5616,10037.3
2018-02-16,3253.02733,8647.94153,10178.7
2018-02-17,3253.63828,8651.1501,11073.5
2018-02-18,3254.25543,8654.63956,10398.8
2018-02-19,3254.88154,8658.13001,11169.4
2018-02-20,3255.49468,8661.1688,11238.7
2018-02-21,3256.1178,8664.81202,10473
2018-02-22,3256.69845,8668.02498,9841.7
2018-02-23,3257.28182,8671.21721,10170.4
2018-02-24,3257.87895,8674.34553,9704.3
2018-02-25,3258.49446,8678.03581,9585.2
2018-02-26,3259.08693,8681.07951,10285.1
2018-02-27,3259.69024,8684.53425,10594.4
2018-02-28,3260.26288,8687.88195,10333.9
2018-03-01,3260.90973,8691.44663,10904.5
2018-03-02,3261.53694,8694.81782,10827.7
2018-03-03,3262.14524,8698.7088,11402.3
2018-03-04,3262.72,8701.90896,11416.5
2018-03-05,3263.35949,8705.13158,11330.6
2018-03-06,3264.00871,8708.50649,10675.1
2018-03-07,3264.65602,8711.90397,9902.9
2018-03-08,3265.27077,8715.41062,9300
2018-03-09,3265.89025,8718.57179,9217
2018-03-10,3266.52474,8721.6038,8762
2018-03-11,3267.12652,8724.9182,9529.6
2018-03-12,3267.73658,8728.40686,9137.4
2018-03-13,3268.38216,8731.83147,9154.9
2018-03-14,3269.01433,8734.95345,8210.6
2018-03-15,3269.66326,8738.07621,8264.4
2018-03-16,3270.33047,8741.46009,8289.2
2018-03-17,3270.99797,8744.69299,7874.9
2018-03-18,3271.63077,8747.97014,8201.2
2018-03-19,3272.24788,8751.335,8616.8
2018-03-20,3272.86238,8754.09269,8912.6
2018-03-21,3273.43888,8757.39404,8905.9
2018-03-22,3274.00512,8760.50071,8726.2
2018-03-23,3274.58065,8763.39083,8916.8
2018-03-24,3275.1722,8766.78159,8547.4
2018-03-25,3275.77887,8769.71665,8473.2
2018-03-26,3276.38118,8772.97863,8143.5
2018-03-27,3277.00396,8776.28498,7801.7
2018-03-28,3277.63407,8779.22227,7954.9
2018-03-29,3278.22018,8782.53027,7129.2
2018-03-30,3278.78503,8786.05687,6853.7
2018-03-31,3279.32715,8788.84401,6938.2
2018-04-01,3279.91371,8792.37239,6825.2
2018-04-02,3280.49188,8795.77102,7068.4
2018-04-03,3281.05085,8799.32315,7424.2
2018-04-04,3281.61348,8802.52746,6808.9
2018-04-05,3282.15325,8805.92885,6782
2018-04-06,3282.70838,8808.93854,6624.3
2018-04-07,3283.25843,8812.86532,6905.7
2018-04-08,3283.77733,8816.37864,7030.5
2018-04-09,3284.3356,8819.58731,6781.9
2018-04-10,3284.87789,8823.16802,6854.8
2018-04-11,3285.42958,8826.68423,6962.1
2018-04-12,3285.94466,8830.04847,7926.6
2018-04-13,3286.47343,8833.65402,7887.4
2018-04-14,3287.02234,8836.64851,8004.4
2018-04-15,3287.58893,8840.21222,8363.6
2018-04-16,3288.14344,8843.29575,8070
2018-04-17,3288.71315,8846.83947,7908.6
2018-04-18,3289.25525,8850.34041,8178.4
2018-04-19,3289.86072,8854.23635,8290.8
2018-04-20,3290.44794,8857.23574,8867
2018-04-21,3291.02821,8860.71767,8923.1
2018-04-22,3291.61123,8864.22247,8806.7
2018-04-23,3292.20879,8867.57484,8952.8
2018-04-24,3292.79675,8871.05963,9645.3
2018-04-25,3293.38445,8873.75606,8873.1
2018-04-26,3293.98422,8876.84781,9287
2018-04-27,3294.57832,8879.96225,8940.9
2018-04-28,3295.15039,8882.77029,9352.4
2018-04-29,3295.69398,8886.23732,9415.1
2018-04-30,3296.24503,8889.63944,9245.1
2018-05-01,3296.80236,8893.10836,9074.9
2018-05-02,3297.35676,8896.18287,9243.2
2018-05-03,3297.89055,8899.49979,9749.7
2018-05-04,3298.40949,8902.53191,9708.6
2018-05-05,3298.92026,8906.0703,9853.5
2018-05-06,3299.43609,8909.08201,9656.4
2018-05-07,3299.94976,8912.38031,9431.6
2018-05-08,3300.45142,8915.43751,9196.4
2018-05-09,3300.93806,8918.9575,9319.1
2018-05-10,3301.40795,8922.34641,9025.7
2018-05-11,3301.87562,8925.14184,8408.3
2018-05-12,3302.32976,8928.77462,8459.5
2018-05-13,3302.78314,8932.03399,8693.5
2018-05-14,3303.18667,8934.94171,8674.1
2018-05-15,3303.60851,8938.15859,8477
2018-05-16,3304.00097,8942.10369,8344.4
